tipo,idade_meses,genero,porte,pelagem,vacinado,vermifugado,esterilizado,saude,taxa,qtd_fotos,qtd_videos,pet_index,nome,moradia,tempo_disponivel_horas,tem_alergia,tem_crianca,outros_pets,prefere_tipo,prefere_porte,adotante_index
cachorro,3,macho,medio,curta,1,1,0,saudavel,0,3.0,0,52,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
cachorro,3,macho,medio,curta,1,1,0,saudavel,0,3.0,0,52,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
cachorro,3,macho,medio,curta,1,1,0,saudavel,0,3.0,0,52,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
cachorro,3,macho,medio,curta,1,1,0,saudavel,0,3.0,0,52,Rael Brito,casa,7,1,1,0,indiferente,medio,16
cachorro,3,macho,medio,curta,1,1,0,saudavel,0,3.0,0,52,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
cachorro,3,macho,medio,curta,1,1,0,saudavel,0,3.0,0,52,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
cachorro,3,macho,medio,curta,1,1,0,saudavel,0,3.0,0,52,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Rael Brito,casa,7,1,1,0,indiferente,medio,16
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
gato,2,macho,pequeno,curta,1,1,0,saudavel,50,1.0,0,53,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Rael Brito,casa,7,1,1,0,indiferente,medio,16
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
gato,1,macho,medio,media,0,1,0,saudavel,0,9.0,1,54,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Rael Brito,casa,7,1,1,0,indiferente,medio,16
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
gato,21,macho,grande,curta,1,1,0,saudavel,0,6.0,0,55,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Rael Brito,casa,7,1,1,0,indiferente,medio,16
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
gato,2,femea,medio,media,0,0,0,saudavel,50,6.0,0,56,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Rael Brito,casa,7,1,1,0,indiferente,medio,16
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
gato,3,macho,medio,curta,0,1,0,saudavel,0,6.0,0,57,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Rael Brito,casa,7,1,1,0,indiferente,medio,16
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
gato,1,indefinido,medio,media,0,0,0,saudavel,50,1.0,0,58,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Rael Brito,casa,7,1,1,0,indiferente,medio,16
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
gato,36,femea,medio,curta,1,1,1,saudavel,0,5.0,0,59,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Rael Brito,casa,7,1,1,0,indiferente,medio,16
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
gato,1,indefinido,pequeno,curta,0,0,0,saudavel,0,3.0,0,60,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Dra. Bruna Pires,apartamento,4,1,0,1,indiferente,pequeno,15
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Rael Brito,casa,7,1,1,0,indiferente,medio,16
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Leonardo Martins,casa,8,1,1,0,gato,pequeno,17
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Fernanda Leão,casa,4,1,1,0,indiferente,grande,18
cachorro,2,femea,medio,curta,1,1,0,saudavel,0,4.0,1,61,Rafael Azevedo,casa,2,1,1,0,indiferente,grande,19
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Sr. Renan Leão,casa,6,0,0,1,indiferente,grande,0
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Vinícius Andrade,casa,8,1,0,0,indiferente,medio,1
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Fernando Fogaça,apartamento,1,0,0,0,gato,grande,2
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Pietro Cassiano,casa,2,1,0,1,indiferente,pequeno,3
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Dra. Manuela Machado,casa,8,0,1,0,gato,grande,4
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Sr. Juan Rodrigues,apartamento,2,1,0,0,cachorro,pequeno,5
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Leandro Peixoto,casa,5,0,0,1,gato,pequeno,6
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Sr. João Miguel Lima,apartamento,2,0,0,1,cachorro,medio,7
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Maria Clara Alves,apartamento,7,0,0,0,cachorro,medio,8
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Julia da Costa,casa,7,1,1,1,indiferente,pequeno,9
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Esther da Rocha,casa,3,0,0,1,cachorro,grande,10
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Ana Vitória da Cunha,casa,4,0,0,0,gato,pequeno,11
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Anthony Gabriel Moura,casa,6,0,1,0,indiferente,grande,12
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Dra. Jade Mendonça,apartamento,1,0,1,0,cachorro,pequeno,13
gato,8,femea,medio,longa,0,0,0,saudavel,0,1.0,0,62,Luiz Otávio Monteiro,casa,4,1,1,1,cachorro,grande,14
